"DIVISÃO DO FABRICANTE";"SERVERIDADE DO FABRICANTE";"CATEGORIA DO FABRICANTE";"NOME DO EVENTO";"THRESHOLD";"IMPACTO";"AÇÃO RECOMENDADA";"ZABBIX TRIGGER";"FAMÍLIA DO EQUIPAMENTO";"AUTENTICAÇÃO INICIAL/RENOVAÇÃO";"POLÍTICA DE REDIRECIONAMENTO";"COMANDO CURL POSSÍVEL";"OBSERVAÇÕES PARA USO"
"Hardware";"Degraded (cluster)";"Controller";"Controller Down";">5m";"Outage";"Failover/repair";"last(/host/controller.status)=0";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Não há GET REST básico confiável para este evento; usar SNMPv3/AVAMAR-MCS-MIB ou a fonte indicada no Swagger da versão."
"Hardware";"Critical";"Disk";"Multiple Disk Failure";"1 failed";"Data risk";"Replace disk";"last(/host/disks.failed)>1";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Não há GET REST básico confiável para este evento; usar SNMPv3/AVAMAR-MCS-MIB ou a fonte indicada no Swagger da versão."
"Hardware";"Critical";"PSU";"Power Supply Failure";"Any";"Redundancy loss";"Replace PSU";"last(/host/psu.status)=0";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Não há GET REST básico confiável para este evento; usar SNMPv3/AVAMAR-MCS-MIB ou a fonte indicada no Swagger da versão."
"Hardware";"Degraded";"Fan";"Fan Failure";"Any";"Cooling reduced";"Replace fan";"last(/host/fan.status)=0";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Não há GET REST básico confiável para este evento; usar SNMPv3/AVAMAR-MCS-MIB ou a fonte indicada no Swagger da versão."
"Hardware";"Major";"Temperature";"High Temp";">40C";"Stress";"Check cooling";"avg(/host/temp,10m)>40";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Não há GET REST básico confiável para este evento; usar SNMPv3/AVAMAR-MCS-MIB ou a fonte indicada no Swagger da versão."
"Performance";"Major";"Latency";"SMB latency";">20 ms";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"NÃO APLICÁVEL";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Não aplicável ao Avamar como protocolo de storage base."
"Performance";"Major";"Latency";"NFS latency";">20 ms";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Coletar no cliente/servidor NFS ou endpoint documentado no Swagger, se aplicável."
"Performance";"Major";"Latency";"NFS retransmissions";">1% of calls";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Coletar no cliente NFS; Avamar REST de atividades não fornece esse indicador."
"Performance";"Major";"Latency";"CPU utilization";">80%";"Slow apps";"Tune workload";"avg(/host/cpu,15m)>80";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Não há GET REST básico confiável para este evento; usar SNMPv3/AVAMAR-MCS-MIB ou a fonte indicada no Swagger da versão."
"Performance";"Major";"Latency";"Storage utilization";">85%";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Validar endpoint de capacidade no Swagger ou usar SNMPv3/relatórios do Avamar."
"Performance";"Major";"Latency";"Network utilization";">80% link capacity";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Usar SNMPv3/IF-MIB ou telemetria do sistema; validar REST se exposto."
"Performance";"Major";"Latency";"Packet loss";">0.1%";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Usar SNMPv3/IF-MIB ou telemetria do sistema; validar REST se exposto."
"Capacity";"Critical";"CPU";"Controller CPU";">95%";"Service impact";"Investigate";"avg(/host/cpu,15m)>95";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"NÃO APLICÁVEL";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Avamar não possui controladora de storage equivalente; usar CPU do nó quando aplicável."
"Capacity";"Major";"Volume";"Volume Usage";">80%";"Growth risk";"Plan capacity";"last(/host/volume.used)>80";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Validar capacidade por grid/domain/Data Domain no Swagger; não assumir volume de bloco."
"Capacity";"Major";"Pool";"Pool Usage";">90%";"Capacity risk";"Expand pool";"last(/host/pool.used)>90";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Validar capacidade por grid/domain/Data Domain no Swagger; não assumir pool genérico."
"Capacity";"Critical";"Pool";"Pool Full";">95%";"Service impact";"Emergency expansion";"last(/host/pool.used)>95";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Validar capacidade por grid/domain/Data Domain no Swagger; confirmar unidade e threshold."
"Replication";"Critical";"DR";"Replication Failed";">15m";"DR unavailable";"Restore";"last(/host/repl.status)=0";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""Authorization: Bearer $JWT"" -H ""Accept: application/json"" ""https://$HOST/api/v1/activities?domain=%2F&duration=0&recursive=true""";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Obter JWT pelo fluxo OAuth/client-credentials-sso e validar os GETs no Swagger do Avamar instalado. Filtrar atividades de replicação e estados críticos/falhos."
"Replication";"Major";"Lag";"Replication Lag";">1h";"Recovery risk";"Investigate";"last(/host/repl.lag)>3600";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""Authorization: Bearer $JWT"" -H ""Accept: application/json"" ""https://$HOST/api/v1/activities?domain=%2F&duration=0&recursive=true""";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Obter JWT pelo fluxo OAuth/client-credentials-sso e validar os GETs no Swagger do Avamar instalado. Validar timestamps e duração disponíveis; a API de atividades pode não fornecer lag diretamente."
"Protocols";"Degraded";"NFS";"NFS Service";"down";"Access impact";"Restart service";"last(/host/nfs.status)=0";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"NÃO APLICÁVEL";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Avamar não é o servidor NFS do workload; monitorar o serviço no componente que o fornece."
"Protocols";"Degraded";"SMB";"SMB Service";"down";"Access impact";"Restart service";"last(/host/smb.status)=0";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"NÃO APLICÁVEL";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Avamar não é o servidor SMB do workload; monitorar o serviço no componente que o fornece."
"Security";"Critical";"Audit";"Audit Disabled";"Any";"Compliance risk";"Enable audit";"last(/host/audit.enabled)=0";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Obter JWT pelo fluxo OAuth/client-credentials-sso e validar os GETs no Swagger do Avamar instalado. Selecionar endpoint de auditoria/configuração ou usar syslog/SIEM."
"Security";"Critical";"Admin";"Unauthorized Admin";"Any";"Security breach";"Investigate";"change(/host/admin.count)>0";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"VALIDAR ENDPOINT NA VERSÃO INSTALADA";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Obter JWT pelo fluxo OAuth/client-credentials-sso e validar os GETs no Swagger do Avamar instalado. Selecionar endpoint/log de auditoria; inventário de usuários não comprova acesso indevido."
